SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TenureMonthlyRatio,AvgRevenuePerMonth,TotalServices,HighRiskCustomer,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,tenure_group
0,1,20.2,20.2,0.04716981132075472,10.1,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,1
1,1,45.25,45.25,0.021621621621621623,22.625,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,72,99.9,7251.7,0.7135777998017839,99.33835616438355,5,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,4
0,5,69.7,316.9,0.07072135785007072,52.81666666666666,1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1
0,46,74.8,3548.3,0.6068601583113457,75.49574468085106,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
0,34,106.35,3549.25,0.31672100605496045,101.40714285714286,5,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,3
0,11,97.85,1105.4,0.11127971674253921,92.11666666666667,4,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,1
0,10,49.55,475.7,0.19782393669634027,43.24545454545454,2,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0,70,69.2,4872.35,0.9971509971509971,68.62464788732395,4,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,4
0,17,20.75,418.25,0.7816091954022989,23.23611111111111,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,2
0,63,79.85,4861.45,0.7792207792207793,75.96015625,6,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,4
0,13,76.2,981.45,0.16839378238341968,70.10357142857143,5,1,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,2
0,49,84.5,3906.7,0.5730994152046783,78.134,2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,4
0,2,49.25,97.0,0.03980099502487562,32.333333333333336,2,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,2,80.65,144.15,0.02449479485609308,48.050000000000004,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,1
0,52,79.75,4217.8,0.6439628482972136,79.5811320754717,5,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,4
0,69,64.15,4254.1,1.059094397544129,60.77285714285715,4,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,4
1,43,90.25,3838.75,0.4712328767123288,87.24431818181819,3,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3
0,15,99.1,1426.4,0.14985014985014986,89.15,5,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,2
1,25,69.5,1752.65,0.3546099290780142,67.40961538461539,4,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,3
1,8,80.65,633.3,0.09797917942437231,70.36666666666666,2,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,1
1,60,74.85,4456.35,0.7910349373764008,73.05491803278689,6,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,4
1,18,95.45,1752.55,0.18662519440124417,92.23947368421052,3,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,2
0,63,99.65,6311.2,0.6259314456035767,98.6125,4,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,4
1,66,108.45,7076.35,0.6030150753768844,105.61716417910448,6,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,4
0,34,24.95,894.3,1.3102119460500963,25.55142857142857,1,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,3
0,72,107.5,7853.7,0.663594470046083,107.58493150684932,5,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,4
0,47,100.5,4707.1,0.4630541871921182,98.06458333333335,4,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,3
0,60,89.9,5450.7,0.6600660066006601,89.35573770491803,3,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4
0,72,42.1,2962.0,1.6705336426914152,40.57534246575342,3,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4
0,18,54.4,957.1,0.3249097472924188,50.373684210526314,3,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,2
0,9,94.4,857.25,0.09433962264150943,85.725,3,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,1
0,3,75.3,244.1,0.039318479685452164,61.025,5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,1
0,47,78.9,3650.35,0.588235294117647,76.04895833333333,2,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,3
0,31,79.2,2497.2,0.38653366583541143,78.0375,6,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,3
0,50,20.15,930.9,2.364066193853428,18.25294117647059,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,4
0,10,79.85,887.35,0.12368583797155226,80.66818181818182,3,1,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0,1,49.05,49.05,0.01998001998001998,24.525,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,52,20.4,1090.65,2.429906542056075,20.578301886792456,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,4
1,64,111.6,7099.0,0.5683836589698047,109.21538461538462,6,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,4
0,62,24.25,1424.6,2.4554455445544554,22.61269841269841,1,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,4
0,3,64.5,177.4,0.04580152671755725,44.35,4,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
1,56,110.5,6139.5,0.5022421524663677,107.71052631578948,6,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,4
0,46,55.65,2688.85,0.8120035304501324,57.2095744680851,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,3
0,8,54.65,482.25,0.14375561545372867,53.583333333333336,3,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,30,74.75,2111.3,0.39603960396039606,68.10645161290323,5,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,3
0,45,25.9,1216.6,1.6728624535315986,26.44782608695652,1,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,3
0,1,79.35,79.35,0.012445550715619168,39.675,2,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,1
0,11,50.55,565.35,0.21338506304558683,47.112500000000004,3,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
0,7,75.15,496.9,0.09192383453709782,62.1125,2,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
0,42,103.8,4327.5,0.40076335877862596,100.63953488372093,6,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3
0,49,20.15,973.35,2.3167848699763596,19.467,1,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,4
0,9,99.3,918.75,0.0897308075772682,91.875,4,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,1
0,35,62.15,2215.45,0.5542359461599367,61.540277777777774,3,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,3
0,48,20.65,1057.0,2.217090069284065,21.571428571428573,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,3
0,46,19.95,927.1,2.1957040572792366,19.72553191489362,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,3
0,29,33.75,1009.25,0.8345323741007195,33.641666666666666,1,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3
0,30,82.05,2570.2,0.3612281757977122,82.90967741935484,3,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1,1,74.7,74.7,0.01321003963011889,37.35,2,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
0,66,84.0,5714.25,0.7764705882352941,85.28731343283582,6,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,4
0,65,111.05,7107.0,0.5800981704596162,107.68181818181819,6,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,4
0,72,100.9,7459.05,0.7065750736015701,102.17876712328767,5,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,4
0,12,78.95,927.35,0.15009380863039398,71.33461538461539,2,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1
0,71,66.85,4748.7,1.0464259395725868,65.95416666666667,4,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,4
0,5,21.05,113.85,0.22675736961451246,18.974999999999998,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1
0,52,21.0,1107.2,2.3636363636363638,20.89056603773585,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,4
1,25,98.5,2514.5,0.25125628140703515,96.71153846153847,5,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,3
0,1,20.2,20.2,0.04716981132075472,10.1,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
0,1,19.45,19.45,0.0488997555012225,9.725,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,1
0,38,95.0,3605.6,0.3958333333333333,92.45128205128205,4,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,3
1,66,45.55,3027.25,1.4178302900107411,45.18283582089552,3,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,4
0,68,110.0,7611.85,0.6126126126126126,110.31666666666668,6,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,4
0,5,24.3,100.2,0.1976284584980237,16.7,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,72,104.15,7303.05,0.6847360912981455,100.04178082191781,5,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,4
0,32,30.15,927.65,1.027287319422151,28.11060606060606,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3
0,43,94.35,3921.3,0.45097011012060834,89.12045454545455,3,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,3
0,72,19.4,1363.25,3.5294117647058827,18.674657534246574,1,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,4
0,55,96.75,5238.9,0.5626598465473146,93.55178571428571,4,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,4
0,52,57.95,3042.25,0.8821034775233249,57.40094339622642,4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,4
0,43,91.65,3954.1,0.464112250404749,89.86590909090908,4,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,3
1,37,76.5,2868.15,0.4774193548387097,75.47763157894737,1,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,3
0,64,54.6,3423.5,1.1510791366906474,52.66923076923077,4,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,4
0,3,89.85,248.4,0.03302146395156852,62.1,4,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,36,31.05,1126.35,1.123244929797192,30.44189189189189,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3
0,10,100.25,1064.65,0.09876543209876543,96.78636363636365,4,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,1
0,41,20.65,835.15,1.8937644341801387,19.88452380952381,1,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,3
0,27,85.2,2151.6,0.31322505800464034,76.84285714285714,3,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,3
0,56,99.8,5515.45,0.5555555555555556,96.76228070175438,4,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,4
0,6,20.7,112.75,0.2764976958525346,16.107142857142858,1,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
0,3,74.4,229.55,0.03978779840848806,57.3875,1,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1
0,7,50.7,350.35,0.13539651837524178,43.79375,2,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,4,20.85,62.9,0.18306636155606407,12.58,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
0,33,88.95,3027.65,0.3668704836020011,89.0485294117647,4,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,3
1,27,78.05,2135.5,0.3415559772296015,76.26785714285714,2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,3
0,72,23.55,1723.95,2.9327902240325865,23.615753424657534,1,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,4
0,1,19.75,19.75,0.04819277108433735,9.875,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
1,71,56.45,3985.35,1.23585726718886,55.35208333333333,4,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,4
0,13,85.95,1215.65,0.14951121334100057,86.83214285714287,2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,2
0,25,58.6,1502.65,0.41946308724832215,57.79423076923077,5,1,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,3
0,67,50.55,3260.1,1.2997090203685742,47.942647058823525,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4
0,1,35.45,35.45,0.027434842249657063,17.725,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1
0,2,44.35,81.25,0.044101433296582136,27.083333333333332,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1
0,43,25.7,1188.2,1.6104868913857677,27.004545454545454,1,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,3
0,23,75.0,1778.5,0.3026315789473684,74.10416666666667,2,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
0,64,20.2,1277.75,3.018867924528302,19.657692307692308,1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,4
0,57,19.6,1170.55,2.7669902912621356,20.181896551724137,1,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,4
1,1,70.45,70.45,0.013995801259622112,35.225,1,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,1
1,72,88.05,6425.65,0.8085345311622684,88.02260273972603,7,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,4
0,8,71.15,563.65,0.11088011088011088,62.62777777777777,4,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1
0,61,101.05,5971.25,0.5977462028417443,96.31048387096774,4,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,4
0,64,84.3,5289.05,0.7502930832356389,81.37,3,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,4
1,71,23.95,1756.2,2.8456913827655312,24.391666666666666,1,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,4
0,65,99.05,6416.7,0.6496751624187906,97.22272727272727,5,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,4
0,3,19.6,61.35,0.14563106796116504,15.3375,1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1
0,1,45.65,45.65,0.021436227224008574,22.825,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1
0,30,64.5,1929.95,0.4580152671755725,62.25645161290323,4,0,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,3
